#,Keyword,Project,Township,Location,BHK,Intent,Funnel,SEO_PPC,Priority,Status
8613,"VTP Town Square under 1.25 crore","VTP Town Square","Commercial Hub","Viman Nagar","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8614,"VTP Town Square under 1.5 crore","VTP Town Square","Commercial Hub","Viman Nagar","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8615,"VTP Town Square under 2 crore","VTP Town Square","Commercial Hub","Viman Nagar","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8616,"VTP Town Square under 2.5 crore","VTP Town Square","Commercial Hub","Viman Nagar","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8617,"VTP Town Square under 3 crore","VTP Town Square","Commercial Hub","Viman Nagar","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8618,"VTP Town Square 1 crore budget","VTP Town Square","Commercial Hub","Viman Nagar","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8619,"VTP Town Square 2 crore budget","VTP Town Square","Commercial Hub","Viman Nagar","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8620,"VTP Town Square affordable luxury flat","VTP Town Square","Commercial Hub","Viman Nagar","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8621,"VTP Town Square all inclusive price sheet","VTP Town Square","Commercial Hub","Viman Nagar","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8622,"VTP Town Square stamp duty waiver offer","VTP Town Square","Commercial Hub","Viman Nagar","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8623,"VTP Town Square festival discount scheme","VTP Town Square","Commercial Hub","Viman Nagar","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8624,"book VTP Town Square online Pune","VTP Town Square","Commercial Hub","Viman Nagar","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8625,"schedule site visit for VTP Town Square","VTP Town Square","Commercial Hub","Viman Nagar","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8626,"download VTP Town Square price sheet PDF","VTP Town Square","Commercial Hub","Viman Nagar","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8627,"download VTP Town Square floor plan AutoCAD PDF","VTP Town Square","Commercial Hub","Viman Nagar","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8628,"view VTP Town Square sample flat photos","VTP Town Square","Commercial Hub","Viman Nagar","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8629,"check VTP Town Square construction progress live","VTP Town Square","Commercial Hub","Viman Nagar","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8630,"check VTP Town Square MahaRERA certificate online","VTP Town Square","Commercial Hub","Viman Nagar","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8631,"is VTP Town Square safe for investment","VTP Town Square","Commercial Hub","Viman Nagar","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8632,"what is the possession date of VTP Town Square","VTP Town Square","Commercial Hub","Viman Nagar","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8633,"best tower in VTP Town Square with river view","VTP Town Square","Commercial Hub","Viman Nagar","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8634,"best tower in VTP Town Square with hill view","VTP Town Square","Commercial Hub","Viman Nagar","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8635,"VTP Town Square pre launch token booking","VTP Town Square","Commercial Hub","Viman Nagar","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8636,"VTP Town Square official sales desk enquiry","VTP Town Square","Commercial Hub","Viman Nagar","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8637,"VTP Town Square channel partner registration","VTP Town Square","Commercial Hub","Viman Nagar","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8638,"VTP Town Square customer care helpline number","VTP Town Square","Commercial Hub","Viman Nagar","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8639,"KP Square price","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8640,"KP Square Pune price","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8641,"KP Square Kharadi price","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8642,"KP Square price list","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8643,"KP Square latest price 2026","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8644,"KP Square current price","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8645,"KP Square starting price","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8646,"KP Square flat price","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8647,"KP Square apartment price","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8648,"KP Square per sq ft price","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8649,"KP Square price per square foot","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8650,"KP Square cost","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8651,"KP Square total cost","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8652,"KP Square cost sheet all inclusive","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8653,"KP Square booking amount","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8654,"KP Square payment plan","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8655,"KP Square subvention scheme 10 90","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8656,"KP Square no pre EMI offer","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8657,"KP Square bank loan approval SBI HDFC","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8658,"KP Square down payment amount","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8659,"KP Square home loan EMI calculator","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8660,"KP Square stamp duty and GST charges","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8661,"buy KP Square flat for sale","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8662,"buy KP Square apartment Pune","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8663,"KP Square direct developer booking","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8664,"KP Square zero brokerage booking","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8665,"KP Square booking online","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8666,"KP Square site visit appointment","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8667,"KP Square sales office contact number","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8668,"KP Square available units for sale","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8669,"KP Square ready possession inventory","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8670,"KP Square resale flats for sale","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8671,"KP Square resale price list","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P1","COMMERCIAL"
8672,"KP Square Retail","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8673,"KP Square Retail price","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8674,"KP Square Retail cost","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8675,"KP Square Retail all inclusive price","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8676,"KP Square Retail floor plan","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8677,"KP Square Retail floor plan PDF","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8678,"KP Square Retail carpet area","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8679,"KP Square Retail usable area","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8680,"KP Square Retail room dimensions","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8681,"KP Square Retail sample flat","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8682,"KP Square Retail sample flat video tour","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8683,"buy KP Square Retail flat","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8684,"buy KP Square Retail in Kharadi","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8685,"KP Square Retail for sale","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8686,"KP Square Retail booking","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8687,"KP Square Retail ready possession","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8688,"KP Square Retail resale","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8689,"KP Square Retail rental yield","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8690,"KP Square Retail rent per month","KP Square","Commercial Hub","Kharadi","Retail","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8691,"KP Square Boutique Offices","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8692,"KP Square Boutique Offices price","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8693,"KP Square Boutique Offices cost","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8694,"KP Square Boutique Offices all inclusive price","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8695,"KP Square Boutique Offices floor plan","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8696,"KP Square Boutique Offices floor plan PDF","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8697,"KP Square Boutique Offices carpet area","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8698,"KP Square Boutique Offices usable area","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8699,"KP Square Boutique Offices room dimensions","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8700,"KP Square Boutique Offices sample flat","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8701,"KP Square Boutique Offices sample flat video tour","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8702,"buy KP Square Boutique Offices flat","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8703,"buy KP Square Boutique Offices in Kharadi","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8704,"KP Square Boutique Offices for sale","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8705,"KP Square Boutique Offices booking","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8706,"KP Square Boutique Offices ready possession","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8707,"KP Square Boutique Offices resale","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8708,"KP Square Boutique Offices rental yield","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8709,"KP Square Boutique Offices rent per month","KP Square","Commercial Hub","Kharadi","Boutique Offices","Transactional","BOFU","SEO/PPC","P1","COMMERCIAL"
8710,"KP Square floor plan","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8711,"KP Square floor plans","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8712,"KP Square floor plan PDF download","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8713,"KP Square apartment layout","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8714,"KP Square flat layout","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8715,"KP Square unit plan","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8716,"KP Square master plan","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8717,"KP Square master plan layout PDF","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8718,"KP Square master layout diagram","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8719,"KP Square tower plan","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8720,"KP Square typical floor plan","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8721,"KP Square carpet area details","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8722,"KP Square built up area","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8723,"KP Square saleable area","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8724,"KP Square balcony area","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8725,"KP Square room dimensions","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8726,"KP Square vastu floor plan","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8727,"KP Square east facing flat","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8728,"KP Square west facing flat","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8729,"KP Square corner apartment","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8730,"KP Square high rise floor view","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8731,"KP Square maximum livable area MLA design","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8732,"KP Square zero space wastage layout","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8733,"KP Square brochure","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8734,"KP Square brochure PDF","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8735,"KP Square brochure download","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8736,"KP Square official brochure 2026","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8737,"KP Square price brochure","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8738,"KP Square MahaRERA number","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8739,"KP Square MahaRERA registration certificate","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8740,"KP Square RERA details","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8741,"KP Square legal approvals","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8742,"KP Square project registration","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8743,"KP Square construction update","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8744,"KP Square construction status 2026","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8745,"KP Square latest construction photos","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8746,"KP Square drone video construction update","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8747,"KP Square possession date","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8748,"KP Square expected possession timeline","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8749,"KP Square handover date","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8750,"KP Square occupancy certificate OC status","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8751,"KP Square completion status","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8752,"KP Square reviews","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8753,"KP Square customer reviews","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8754,"KP Square construction quality reviews","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8755,"KP Square ratings and feedback","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8756,"KP Square complaints and resolution","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8757,"KP Square pros and cons review","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8758,"KP Square locality review Kharadi","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8759,"KP Square 360 virtual tour walkthrough","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO","P1","COMMERCIAL"
8760,"KP Square amenities","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8761,"KP Square clubhouse","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8762,"KP Square swimming pool","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8763,"KP Square gymnasium and fitness center","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8764,"KP Square sports facilities","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8765,"KP Square kids play area","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8766,"KP Square landscaped gardens","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8767,"KP Square jogging track","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8768,"KP Square multi purpose hall","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8769,"KP Square 5 tier security system","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8770,"KP Square EV charging station","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8771,"KP Square lifestyle amenities list","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8772,"KP Square location","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8773,"KP Square location map","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8774,"KP Square address and direction","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8775,"KP Square connectivity","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8776,"KP Square near metro station","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8777,"KP Square distance from Hinjewadi IT Park","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8778,"KP Square distance from EON IT Park","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8779,"KP Square distance from Pune airport","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8780,"KP Square distance from Mumbai Pune Expressway","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8781,"KP Square nearest schools and hospitals","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8782,"KP Square near EON IT Park Kharadi","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8783,"KP Square near Rajiv Gandhi Infotech Park Hinjewadi","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8784,"KP Square near World Trade Center Kharadi","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8785,"KP Square near Hinjewadi Phase 1 Metro Station","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8786,"KP Square near Balewadi High Street","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8787,"KP Square near Mumbai Pune Expressway","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8788,"KP Square near Baner Pashan Link Road","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8789,"KP Square near Phoenix Marketcity Viman Nagar","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8790,"KP Square near Corinthians Club NIBM","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8791,"KP Square near Chandani Chowk Bavdhan","KP Square","Commercial Hub","Kharadi","All","Informational","MOFU","SEO","P2","COMMERCIAL"
8792,"KP Square under 50 lakhs","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8793,"KP Square under 75 lakhs","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8794,"KP Square under 90 lakhs","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8795,"KP Square under 1 crore","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8796,"KP Square under 1.25 crore","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8797,"KP Square under 1.5 crore","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8798,"KP Square under 2 crore","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8799,"KP Square under 2.5 crore","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8800,"KP Square under 3 crore","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8801,"KP Square 1 crore budget","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8802,"KP Square 2 crore budget","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8803,"KP Square affordable luxury flat","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8804,"KP Square all inclusive price sheet","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8805,"KP Square stamp duty waiver offer","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8806,"KP Square festival discount scheme","KP Square","Commercial Hub","Kharadi","All","Transactional","BOFU","PPC","P2","COMMERCIAL"
8807,"book KP Square online Pune","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8808,"schedule site visit for KP Square","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8809,"download KP Square price sheet PDF","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8810,"download KP Square floor plan AutoCAD PDF","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8811,"view KP Square sample flat photos","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8812,"check KP Square construction progress live","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8813,"check KP Square MahaRERA certificate online","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8814,"is KP Square safe for investment","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8815,"what is the possession date of KP Square","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8816,"best tower in KP Square with river view","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8817,"best tower in KP Square with hill view","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8818,"KP Square pre launch token booking","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
8819,"KP Square official sales desk enquiry","KP Square","Commercial Hub","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","COMMERCIAL"
